id,name,description,image_url,kcals_per_serving
7456,"'SOUP,CHUNKY BF,CND,RTS'","'SOUP,CHUNKY BF,CND,RTS'",,66
7457,"'SOUP,CHUNKY CHICK NOODLE,CND,RTS'","'SOUP,CHUNKY CHICK NOODLE,CND,RTS'",,41
7458,"'SOUP,CHUNKY VEG,CND,RTS'","'SOUP,CHUNKY VEG,CND,RTS'",,39
7459,"'SOUP,CHUNKY VEG,RED NA,CND,RTS'","'SOUP,CHUNKY VEG,RED NA,CND,RTS'",,50
7460,"'SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS'","'SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS'",,56
7461,"'SOUP,CLAM CHOWDER,MANHATTAN,CND,COND'","'SOUP,CLAM CHOWDER,MANHATTAN,CND,COND'",,61
7462,"'SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O'","'SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O'",,30
7463,"'SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK'","'SOUP,CLAM CHOWDER,NEW ENG,CND,PREP W/ EQ VLM LOFAT (2%) MILK'",,61
7464,"'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND'","'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND'",,72
7465,"'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O'",,35
7466,"'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,RTS'","'SOUP,CLAM CHOWDER,NEW ENGLAND,CND,RTS'",,79
7467,"'SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS'","'SOUP,CLAM CHOWDER,NEW ENGLAND,RED NA,CND,RTS'",,70
7468,"'SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O'","'SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O'",,7
7469,"'SOUP,CRAB,CND,RTS'","'SOUP,CRAB,CND,RTS'",,31
7470,"'SOUP,CRM OF ASPARAGUS,CND,COND'","'SOUP,CRM OF ASPARAGUS,CND,COND'",,69
7471,"'SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O'",,35
7472,"'SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME MILK'",,65
7473,"'SOUP,CRM OF CELERY,CND,COND'","'SOUP,CRM OF CELERY,CND,COND'",,72
7474,"'SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O'",,37
7475,"'SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME MILK'",,66
7476,"'SOUP,CRM OF CHICK,CND,COND'","'SOUP,CRM OF CHICK,CND,COND'",,90
7477,"'SOUP,CRM OF CHICK,CND,COND,RED NA'","'SOUP,CRM OF CHICK,CND,COND,RED NA'",,58
7478,"'SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND'","'SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND'",,99
7479,"'SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME H2O'",,48
7480,"'SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK'",,77
7481,"'SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O'","'SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O'",,41
7482,"'SOUP,CRM OF MUSHROOM,CND,COND'","'SOUP,CRM OF MUSHROOM,CND,COND'",,79
7483,"'SOUP,CRM OF MUSHROOM,CND,COND,RED NA'","'SOUP,CRM OF MUSHROOM,CND,COND,RED NA'",,52
7484,"'SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O'",,39
7485,"'SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'","'SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'",,64
7486,"'SOUP,CRM OF MUSHROOM,LO NA,RTS,CND'","'SOUP,CRM OF MUSHROOM,LO NA,RTS,CND'",,53
7487,"'SOUP,CRM OF ONION,CND,COND'","'SOUP,CRM OF ONION,CND,COND'",,88
7488,"'SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O'",,44
7489,"'SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK'",,75
7490,"'SOUP,CRM OF POTATO,CND,COND'","'SOUP,CRM OF POTATO,CND,COND'",,74
7491,"'SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O'",,30
7492,"'SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK'","'SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK'",,60
7493,"'SOUP,CRM OF SHRIMP,CND,COND'","'SOUP,CRM OF SHRIMP,CND,COND'",,72
7494,"'SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O'","'SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O'",,36
7495,"'SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'","'SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'",,61
7496,"'SOUP,CRM OF VEG,DRY,PDR'","'SOUP,CRM OF VEG,DRY,PDR'",,446
7497,"'SOUP,EGG DROP,CHINESE RESTAURANT'","'SOUP,EGG DROP,CHINESE RESTAURANT'",,27
7498,"'SOUP,ESCAROLE,CND,RTS'","'SOUP,ESCAROLE,CND,RTS'",,11
7499,"'SOUP,FISH,HOMEMADE (ALASKA NATIVE)'","'SOUP,FISH,HOMEMADE (ALASKA NATIVE)'",,72
7500,"'SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND'","'SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND'",,37
7501,"'SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND'","'SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND'",,41
7502,"'SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND'","'SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND'",,51
7503,"'SOUP,HOT & SOUR,CHINESE RESTAURANT'","'SOUP,HOT & SOUR,CHINESE RESTAURANT'",,39
7504,"'SOUP,LENTIL W/HAM,CND,RTS'","'SOUP,LENTIL W/HAM,CND,RTS'",,56
7505,"'SOUP,MINESTRONE,CND,CHUNKY,RTS'","'SOUP,MINESTRONE,CND,CHUNKY,RTS'",,53
7506,"'SOUP,MINESTRONE,CND,COND'","'SOUP,MINESTRONE,CND,COND'",,68
7507,"'SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O'",,34
7508,"'SOUP,MINESTRONE,CND,RED NA,RTS'","'SOUP,MINESTRONE,CND,RED NA,RTS'",,50
7509,"'SOUP,MUSHROOM BARLEY,CND,COND'","'SOUP,MUSHROOM BARLEY,CND,COND'",,61
7510,"'SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O'","'SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O'",,30
7511,"'SOUP,MUSHROOM W/ BF STOCK,CND,COND'","'SOUP,MUSHROOM W/ BF STOCK,CND,COND'",,68
7512,"'SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O'","'SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O'",,35
7513,"'SOUP,ONION,CND,COND'","'SOUP,ONION,CND,COND'",,46
7514,"'SOUP,ONION,DRY,MIX'","'SOUP,ONION,DRY,MIX'",,293
7515,"'SOUP,ONION,DRY,MIX,PREP W/ H2O'","'SOUP,ONION,DRY,MIX,PREP W/ H2O'",,12
7516,"'SOUP,OYSTER STEW,CND,COND'","'SOUP,OYSTER STEW,CND,COND'",,48
7517,"'SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O'","'SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O'",,24
7518,"'SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK'","'SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK'",,55
7519,"'SOUP,PEA,GRN,CND,COND'","'SOUP,PEA,GRN,CND,COND'",,125
7520,"'SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O'","'SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O'",,61
7521,"'SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK'","'SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK'",,94
7522,"'SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O'","'SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O'",,62
7523,"'SOUP,PEA,SPLIT W/ HAM,CND,COND'","'SOUP,PEA,SPLIT W/ HAM,CND,COND'",,141
7524,"'SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O'","'SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O'",,75
7525,"'SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS'","'SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS'",,77
7526,"'SOUP,PEPPERPOT,CND,COND'","'SOUP,PEPPERPOT,CND,COND'",,84
7527,"'SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND'","'SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND'",,80
7528,"'SOUP,RAMEN NOODLE,ANY FLAVOR,DRY'","'SOUP,RAMEN NOODLE,ANY FLAVOR,DRY'",,440
7529,"'SOUP,RAMEN NOODLE,BF FLAVOR,DRY'","'SOUP,RAMEN NOODLE,BF FLAVOR,DRY'",,441
7530,"'SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY'","'SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY'",,439
7531,"'SOUP,RAMEN NOODLE,DRY,ANY FLAVOR,RED FAT,RED NA'","'SOUP,RAMEN NOODLE,DRY,ANY FLAVOR,RED FAT,RED NA'",,350
7532,"'SOUP,SCOTCH BROTH,CND,COND'","'SOUP,SCOTCH BROTH,CND,COND'",,66
7533,"'SOUP,SHARK FIN,REST-PREP'","'SOUP,SHARK FIN,REST-PREP'",,46
7534,"'SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND'","'SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND'",,77
7535,"'SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND'","'SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND'",,76
7536,"'SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND'","'SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND'",,140
7537,"'SOUP,STOCK,BEEF,HOME-PREPARED'","'SOUP,STOCK,BEEF,HOME-PREPARED'",,13
7538,"'SOUP,STOCK,CHICK,HOME-PREPARED'","'SOUP,STOCK,CHICK,HOME-PREPARED'",,36
7539,"'SOUP,STOCK,FISH,HOME-PREPARED'","'SOUP,STOCK,FISH,HOME-PREPARED'",,16
7540,"'SOUP,SWANSON CHICK BROTH 99% FAT FREE'","'SOUP,SWANSON CHICK BROTH 99% FAT FREE'",,4
7541,"'SOUP,TOMATO BF W/ NOODLE,CND,COND'","'SOUP,TOMATO BF W/ NOODLE,CND,COND'",,112
7542,"'SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O'",,56
7543,"'SOUP,TOMATO BISQUE,CND,COND'","'SOUP,TOMATO BISQUE,CND,COND'",,96
7544,"'SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O'",,50
7545,"'SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK'","'SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK'",,79
7546,"'SOUP,TOMATO RICE,CND,COND'","'SOUP,TOMATO RICE,CND,COND'",,93
7547,"'SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O'",,47
7548,"'SOUP,TOMATO,CND,COND'","'SOUP,TOMATO,CND,COND'",,66
7549,"'SOUP,TOMATO,CND,COND,RED NA'","'SOUP,TOMATO,CND,COND,RED NA'",,65
7550,"'SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'","'SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK'",,55
7551,"'SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM'","'SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM'",,30
7552,"'SOUP,TOMATO,DRY,MIX,PREP W/ H2O'","'SOUP,TOMATO,DRY,MIX,PREP W/ H2O'",,38
7553,"'SOUP,TOMATO,LO NA,W/H2O'","'SOUP,TOMATO,LO NA,W/H2O'",,30
7554,"'SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O'","'SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O'",,28
7555,"'SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O'","'SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O'",,30
7556,"'SOUP,TURKEY,CHUNKY,CND,RTS'","'SOUP,TURKEY,CHUNKY,CND,RTS'",,57
7557,"'SOUP,VEG BF,CND,COND'","'SOUP,VEG BF,CND,COND'",,63
7558,"'SOUP,VEG BF,CND,COND,SINGLE BRAND'","'SOUP,VEG BF,CND,COND,SINGLE BRAND'",,53
7559,"'SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O'","'SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O'",,31
7560,"'SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND'","'SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND'",,44
7561,"'SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA'","'SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA'",,69
7562,"'SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O'","'SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O'",,33
7563,"'SOUP,VEG W/ BF BROTH,CND,COND'","'SOUP,VEG W/ BF BROTH,CND,COND'",,66
7564,"'SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O'","'SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O'",,33
7565,"'SOUP,VEG,CND,LO NA,COND'","'SOUP,VEG,CND,LO NA,COND'",,65
7566,"'SOUP,VEGETARIAN VEG,CND,COND'","'SOUP,VEGETARIAN VEG,CND,COND'",,59
7567,"'SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O'","'SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O'",,28
7568,"'SOUP,WONTON,CHINESE RESTAURANT'","'SOUP,WONTON,CHINESE RESTAURANT'",,32
7569,"'SOUR CREAM,FAT FREE'","'SOUR CREAM,FAT FREE'",,74
7570,"'SOUR CREAM,LIGHT'","'SOUR CREAM,LIGHT'",,136
7571,"'SOUR CREAM,REDUCED FAT'","'SOUR CREAM,REDUCED FAT'",,181
7572,"'SOUR CRM,IMITN,CULTURED'","'SOUR CRM,IMITN,CULTURED'",,208
7573,"'SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE'","'SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE'",,178
7574,"'SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)'","'SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)'",,42
7575,"'SOURSOP,RAW'","'SOURSOP,RAW'",,66
7576,"'SOY FLOUR,DEFATTED'","'SOY FLOUR,DEFATTED'",,330
7577,"'SOY FLOUR,FULL-FAT,RAW'","'SOY FLOUR,FULL-FAT,RAW'",,436
7578,"'SOY FLOUR,LOW-FAT'","'SOY FLOUR,LOW-FAT'",,375
7579,"'SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)'","'SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)'",,372
7580,"'SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)'","'SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)'",,434
7581,"'SOY FLR,FULL-FAT,RSTD'","'SOY FLR,FULL-FAT,RSTD'",,441
7582,"'SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)'","'SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)'",,439
7583,"'SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)'","'SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)'",,369
7584,"'SOY MEAL,DEFATTED,RAW'","'SOY MEAL,DEFATTED,RAW'",,339
7585,"'SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)'","'SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)'",,337
7586,"'SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH'","'SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH'",,328
7587,"'SOY PROT CONC,PRODUCED BY ACID WASH'","'SOY PROT CONC,PRODUCED BY ACID WASH'",,331
7588,"'SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION'","'SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION'",,331
7589,"'SOY PROT ISOLATE,K TYPE'","'SOY PROT ISOLATE,K TYPE'",,326
7590,"'SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS'","'SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS'",,321
7591,'SOY PROTEIN ISOLATE','SOY PROTEIN ISOLATE',,338
7592,'SOY SAU MADE FROM HYDROLYZED VEG PROT','SOY SAU MADE FROM HYDROLYZED VEG PROT',,60
7593,'SOY SAU MADE FROM SOY (TAMARI)','SOY SAU MADE FROM SOY (TAMARI)',,60
7594,'SOY SAU MADE FROM SOY&WHEAT (SHOYU)','SOY SAU MADE FROM SOY&WHEAT (SHOYU)',,53
7595,"'SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA'","'SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA'",,57
7596,"'SOY SAU,RED NA,MADE FROM HYDROLYZED VEG PROT'","'SOY SAU,RED NA,MADE FROM HYDROLYZED VEG PROT'",,90
7597,"'SOYBEAN,CURD CHEESE'","'SOYBEAN,CURD CHEESE'",,151
7598,"'SOYBEANS,GREEN,RAW'","'SOYBEANS,GREEN,RAW'",,147
7599,"'SOYBEANS,GRN,CKD,BLD,DRND,W/SALT'","'SOYBEANS,GRN,CKD,BLD,DRND,W/SALT'",,141
7600,"'SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT'","'SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT'",,141
7601,"'SOYBEANS,MATURE CKD,BLD,WO/SALT'","'SOYBEANS,MATURE CKD,BLD,WO/SALT'",,173
7602,"'SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT'","'SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT'",,173
7603,"'SOYBEANS,MATURE SEEDS,DRY RSTD'","'SOYBEANS,MATURE SEEDS,DRY RSTD'",,451
7604,"'SOYBEANS,MATURE SEEDS,RAW'","'SOYBEANS,MATURE SEEDS,RAW'",,446
7605,"'SOYBEANS,MATURE SEEDS,RSTD,SALTED'","'SOYBEANS,MATURE SEEDS,RSTD,SALTED'",,471
7606,"'SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED'","'SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED'",,471
7607,"'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED'","'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED'",,125
7608,"'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT'","'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT'",,125
7609,"'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD'","'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD'",,81
7610,"'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT'","'SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT'",,81
7611,"'SOYBEANS,MATURE SEEDS,SPROUTED,RAW'","'SOYBEANS,MATURE SEEDS,SPROUTED,RAW'",,122
7612,"'SOYMILK (ALL FLAVORS),ENHANCED'","'SOYMILK (ALL FLAVORS),ENHANCED'",,45
7613,"'SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D'","'SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D'",,43
7614,"'SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D'","'SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D'",,28
7615,"'SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D'","'SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D'",,33
7616,"'SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D'","'SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D'",,47
7617,"'SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D'","'SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D'",,44
7618,"'SOYMILK,CHOC,UNFORTIFIED'","'SOYMILK,CHOC,UNFORTIFIED'",,63
7619,"'SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D'","'SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D'",,63
7620,"'SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D'","'SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D'",,34
7621,"'SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D'","'SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D'",,30
7622,"'SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED'","'SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED'",,54
7623,"'SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D'","'SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D'",,43
7624,"'SPAGHETTI W/ MEAT SAU,FRZ ENTREE'","'SPAGHETTI W/ MEAT SAU,FRZ ENTREE'",,90
7625,"'SPAGHETTI,CKD,ENR,W/ SALT'","'SPAGHETTI,CKD,ENR,W/ SALT'",,157
7626,"'SPAGHETTI,CKD,ENR,WO/ SALT'","'SPAGHETTI,CKD,ENR,WO/ SALT'",,158
7627,"'SPAGHETTI,CKD,UNENR,W/ SALT'","'SPAGHETTI,CKD,UNENR,W/ SALT'",,157
7628,"'SPAGHETTI,CKD,UNENR,WO/ SALT'","'SPAGHETTI,CKD,UNENR,WO/ SALT'",,158
7629,"'SPAGHETTI,DRY,ENRICHED'","'SPAGHETTI,DRY,ENRICHED'",,371
7630,"'SPAGHETTI,DRY,UNENRICHED'","'SPAGHETTI,DRY,UNENRICHED'",,371
7631,"'SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)'","'SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)'",,164
7632,"'SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)'","'SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)'",,164
7633,"'SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)'","'SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)'",,375
7634,"'SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)'","'SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)'",,374
7635,"'SPAGHETTI,SPINACH,COOKED'","'SPAGHETTI,SPINACH,COOKED'",,130
7636,"'SPAGHETTI,SPINACH,DRY'","'SPAGHETTI,SPINACH,DRY'",,372
7637,"'SPAGHETTI,W/ MEATBALLS IN TOMATO SAU,CND'","'SPAGHETTI,W/ MEATBALLS IN TOMATO SAU,CND'",,100
7638,"'SPAGHETTI,WHOLE-WHEAT,CKD'","'SPAGHETTI,WHOLE-WHEAT,CKD'",,124
7639,"'SPAGHETTI,WHOLE-WHEAT,DRY'","'SPAGHETTI,WHOLE-WHEAT,DRY'",,348
7640,"'SPAGHETTIOS,SPAGHETTIOS W/ MEATBALLS'","'SPAGHETTIOS,SPAGHETTIOS W/ MEATBALLS'",,95
7641,"'SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS'","'SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS'",,87
7642,"'SPANISH RICE MIX,DRY MIX,PREP (WITH CANOLA/VEGETABLE OIL BLE'","'SPANISH RICE MIX,DRY MIX,PREP (WITH CANOLA/VEGETABLE OIL BLE'",,125
7643,"'SPANISH RICE MIX,DRY MIX,UNPREP'","'SPANISH RICE MIX,DRY MIX,UNPREP'",,363
7644,"'SPEARMINT,DRIED'","'SPEARMINT,DRIED'",,285
7645,"'SPEARMINT,FRESH'","'SPEARMINT,FRESH'",,44
7646,"'SPELT,CKD'","'SPELT,CKD'",,127
7647,"'SPELT,UNCKD'","'SPELT,UNCKD'",,338
7648,"'SPICES,BASIL,DRIED'","'SPICES,BASIL,DRIED'",,233
7649,"'SPICES,BAY LEAF'","'SPICES,BAY LEAF'",,313
7650,"'SPICES,CARDAMOM'","'SPICES,CARDAMOM'",,311
7651,"'SPICES,MUSTARD SD,GROUND'","'SPICES,MUSTARD SD,GROUND'",,508
7652,"'SPICES,OREGANO,DRIED'","'SPICES,OREGANO,DRIED'",,265
7653,"'SPICES,TARRAGON,DRIED'","'SPICES,TARRAGON,DRIED'",,295
7654,"'SPICES,THYME,DRIED'","'SPICES,THYME,DRIED'",,276
7655,'SPINACH SOUFFLE','SPINACH SOUFFLE',,172
7656,"'SPINACH,CKD,BLD,DRND,W/SALT'","'SPINACH,CKD,BLD,DRND,W/SALT'",,23
